Gene_pair,GeneID_1,GeneSymbol_1,GeneID_2,GeneSymbol_2,AML,MDS,MPN,CLL,MM,BCP-ALL,CMML,Mastocytosis,CML,T-NHL,T-ALL,MDS/MPN-U,MZL,MCL,HCL,aCML,HGBL,LPL,MDS/MPN-RS-T,CLPD-NK,FL,B-NHL,HCL-V,MGUS,Total
ETV6--AP001422.3,ENSG00000139083,ETV6,ENSG00000139083,AP001422.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ETV6--ARNTL2,ENSG00000139083,ETV6,ENSG00000139083,ARNTL2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--BCL2L14,ENSG00000139083,ETV6,ENSG00000139083,BCL2L14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--C17orf70,ENSG00000139083,ETV6,ENSG00000139083,C17orf70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--CTNNB1,ENSG00000139083,ETV6,ENSG00000139083,CTNNB1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--DMGDH,ENSG00000139083,ETV6,ENSG00000139083,DMGDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--HOXA11-AS,ENSG00000139083,ETV6,ENSG00000139083,HOXA11-AS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--MCRS1,ENSG00000139083,ETV6,ENSG00000139083,MCRS1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--PDE6H,ENSG00000139083,ETV6,ENSG00000139083,PDE6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ETV6--RP1-213J1P__B.1,ENSG00000139083,ETV6,ENSG00000139083,RP1-213J1P__B.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--RP11-313F23.4,ENSG00000139083,ETV6,ENSG00000139083,RP11-313F23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ETV6--RP11-641D5.1,ENSG00000139083,ETV6,ENSG00000139083,RP11-641D5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--RUNX1,ENSG00000139083,ETV6,ENSG00000139083,RUNX1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ETV6--SMCO2,ENSG00000139083,ETV6,ENSG00000139083,SMCO2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EVI5--DHX9,ENSG00000067208,EVI5,ENSG00000067208,DHX9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
EWSR1--ZNF701,ENSG00000182944,EWSR1,ENSG00000182944,ZNF701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXD3--CYHR1,ENSG00000187609,EXD3,ENSG00000187609,CYHR1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXOC3--AHRR,ENSG00000180104,EXOC3,ENSG00000180104,AHRR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXOC4--LRGUK,ENSG00000131558,EXOC4,ENSG00000131558,LRGUK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXOC7--SF1,ENSG00000182473,EXOC7,ENSG00000182473,SF1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXOSC2--BCR,ENSG00000130713,EXOSC2,ENSG00000130713,BCR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXPH5--KIAA1377,ENSG00000110723,EXPH5,ENSG00000110723,KIAA1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
EXT2--SLC25A23,ENSG00000151348,EXT2,ENSG00000151348,SLC25A23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EYA3--ACSS2,ENSG00000158161,EYA3,ENSG00000158161,ACSS2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EYA3--NARS2,ENSG00000158161,EYA3,ENSG00000158161,NARS2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EYA4--RNF146,ENSG00000112319,EYA4,ENSG00000112319,RNF146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EZH1--BPTF,ENSG00000108799,EZH1,ENSG00000108799,BPTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EZH2--PUS7,ENSG00000106462,EZH2,ENSG00000106462,PUS7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EZH2--ZNF398,ENSG00000106462,EZH2,ENSG00000106462,ZNF398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EZR--BACH2,ENSG00000092820,EZR,ENSG00000092820,BACH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EZR--HDAC7,ENSG00000092820,EZR,ENSG00000092820,HDAC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EZR--MAP3K5,ENSG00000092820,EZR,ENSG00000092820,MAP3K5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EZR--RAET1G,ENSG00000092820,EZR,ENSG00000092820,RAET1G,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EZR--SF1,ENSG00000092820,EZR,ENSG00000092820,SF1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EZR--SYTL3,ENSG00000092820,EZR,ENSG00000092820,SYTL3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
F13A1--BCLAF1,ENSG00000124491,F13A1,ENSG00000124491,BCLAF1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAF1--RP11-567C20.3,ENSG00000185104,FAF1,ENSG00000185104,RP11-567C20.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAF2--ZNF611,ENSG00000113194,FAF2,ENSG00000113194,ZNF611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FAM107B--CSGALNACT2,ENSG00000065809,FAM107B,ENSG00000065809,CSGALNACT2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM107B--FRMD4A,ENSG00000065809,FAM107B,ENSG00000065809,FRMD4A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM107B--YPEL5,ENSG00000065809,FAM107B,ENSG00000065809,YPEL5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM110A--PPP2R5C,ENSG00000125898,FAM110A,ENSG00000125898,PPP2R5C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM118B--MRVI1,ENSG00000197798,FAM118B,ENSG00000197798,MRVI1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM120A--IGFBP5,ENSG00000048828,FAM120A,ENSG00000048828,IGFBP5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM120A--MAP4,ENSG00000048828,FAM120A,ENSG00000048828,MAP4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM134B--DTWD1,,FAM134B,,DTWD1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM134C--EZH1,,FAM134C,,EZH1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM13A-AS1--HERC3,ENSG00000248019,FAM13A-AS1,ENSG00000248019,HERC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FAM172A--FBXL17,ENSG00000113391,FAM172A,ENSG00000113391,FBXL17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM177A1--IRF2BP2,ENSG00000151327,FAM177A1,ENSG00000151327,IRF2BP2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM19A2--USP15,,FAM19A2,,USP15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM19A5--BRD1,,FAM19A5,,BRD1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM19A5--GRAMD4,,FAM19A5,,GRAMD4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM207A--PTTG1IP,ENSG00000160256,FAM207A,ENSG00000160256,PTTG1IP,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM208B--GDI2,,FAM208B,,GDI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
FAM20C--DDX5,ENSG00000177706,FAM20C,ENSG00000177706,DDX5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM20C--LFNG,ENSG00000177706,FAM20C,ENSG00000177706,LFNG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM220A--TNRC6B,ENSG00000178397,FAM220A,ENSG00000178397,TNRC6B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM222B--UBE2G1,ENSG00000173065,FAM222B,ENSG00000173065,UBE2G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FAM228B--RP11-163E9.1,ENSG00000219626,FAM228B,ENSG00000219626,RP11-163E9.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM46B--FOXP1,,FAM46B,,FOXP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FAM46C--DUSP5,,FAM46C,,DUSP5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM46C--HIPK1,,FAM46C,,HIPK1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM46C--UBB,,FAM46C,,UBB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM46C--UBC,,FAM46C,,UBC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM49B--ASAP1,ENSG00000153310,FAM49B,ENSG00000153310,ASAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FAM49B--ASH2L,ENSG00000153310,FAM49B,ENSG00000153310,ASH2L,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FAM49B--PVT1,ENSG00000153310,FAM49B,ENSG00000153310,PVT1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM53B--ADNP,ENSG00000189319,FAM53B,ENSG00000189319,ADNP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM60A--ANKLE2,,FAM60A,,ANKLE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FAM60A--KIAA1551,,FAM60A,,KIAA1551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM60A--RIMKLB,,FAM60A,,RIMKLB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM60A--SIAH1,,FAM60A,,SIAH1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM63A--DDHD2,,FAM63A,,DDHD2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--CLCN7,,FAM65A,,CLCN7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--FAM13B,,FAM65A,,FAM13B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--FGD5-AS1,,FAM65A,,FGD5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--HMGB1,,FAM65A,,HMGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FAM65A--KLF2,,FAM65A,,KLF2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--LPAR2,,FAM65A,,LPAR2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--NFIL3,,FAM65A,,NFIL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FAM65A--NR3C1,,FAM65A,,NR3C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--RNF166,,FAM65A,,RNF166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FAM65A--SET,,FAM65A,,SET,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--SETX,,FAM65A,,SETX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
FAM65A--SYNCRIP,,FAM65A,,SYNCRIP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65A--WAC,,FAM65A,,WAC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65C--ADNP,,FAM65C,,ADNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
FAM65C--RBM38,,FAM65C,,RBM38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65C--SLC9A8,,FAM65C,,SLC9A8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM65C--UBE2V1,,FAM65C,,UBE2V1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM69A--GFI1,,FAM69A,,GFI1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM73B--NTMT1,,FAM73B,,NTMT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FAM73B--SH3GLB2,,FAM73B,,SH3GLB2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM78A--PHB2,ENSG00000126882,FAM78A,ENSG00000126882,PHB2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM78A--PRRC2B,ENSG00000126882,FAM78A,ENSG00000126882,PRRC2B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FANCC--THSD7A,ENSG00000158169,FANCC,ENSG00000158169,THSD7A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FANCL--NRXN1,ENSG00000115392,FANCL,ENSG00000115392,NRXN1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAP--IFIH1,ENSG00000078098,FAP,ENSG00000078098,IFIH1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAXDC2--ADAMTS19,ENSG00000170271,FAXDC2,ENSG00000170271,ADAMTS19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBRSL1--METRNL,ENSG00000112787,FBRSL1,ENSG00000112787,METRNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FBXL13--COTL1,ENSG00000161040,FBXL13,ENSG00000161040,COTL1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL19--DMD,ENSG00000099364,FBXL19,ENSG00000099364,DMD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--AC013394.2,ENSG00000118564,FBXL5,ENSG00000118564,AC013394.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--CHD2,ENSG00000118564,FBXL5,ENSG00000118564,CHD2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--FCAR,ENSG00000118564,FBXL5,ENSG00000118564,FCAR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--HIF1A,ENSG00000118564,FBXL5,ENSG00000118564,HIF1A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--IFNGR2,ENSG00000118564,FBXL5,ENSG00000118564,IFNGR2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--MAEA,ENSG00000118564,FBXL5,ENSG00000118564,MAEA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--MYC,ENSG00000118564,FBXL5,ENSG00000118564,MYC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--PRPF3,ENSG00000118564,FBXL5,ENSG00000118564,PRPF3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--PTBP3,ENSG00000118564,FBXL5,ENSG00000118564,PTBP3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBXL5--TADA2B,ENSG00000118564,FBXL5,ENSG00000118564,TADA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
FBXL5--ZZZ3,ENSG00000118564,FBXL5,ENSG00000118564,ZZZ3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
